graph,num_vertex,num_edge,degrees,girth,vertex_conn,edge_conn,components,components1,components2,tau_num_vertex,tau_num_edge,tau_min_degree,tau_max_degree,tau_avg_degree,tau_regularity,min_UECBOs,spectral_gap,expansion
:EaXgwGsR,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.39019,1.33333
:EaYeAKsR,6,10,"6,3,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.94324,1.33333
:EaYi@KsR,6,10,"6,3,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.94324,1.33333
:EaYm@GsR,6,10,"6,3,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.22274,1.33333
:EaY_YKsR,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.31784,1
:EaY_hKsR,6,10,"5,4,3,3,3,2",4,2,2,1,1,1,32,80,5,5,5,5,120,2,1.33333
:EaYcgKsR,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.0308,1.33333
:EaY_xGsR,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.36901,1.33333
:EaYcwGsR,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.39019,1.33333
:EaYgwCsR,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.931,1.33333
:EaYkwCcR,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.7975,1.33333
:Ea[?RgbLN,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.81361,1
:Ea[?bcbLN,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.44098,1.33333
:Ea[Cb_bLN,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.44098,1.33333
:Ea[Gb_RLN,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.81361,1.33333
:Ea[?rcaLN,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.81361,1
:Ea[Cr_aLN,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.94324,1.33333
:Ea[Gr_QLN,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.22274,1.33333
:EaWEaksR,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.29972,1
:EaWEbgsR,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.931,1
:EaWIQksR,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.03079,1.33333
:EaWIbcsR,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.39019,1.33333
:EaXIBgsR,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.36901,1.33333
:EaYIBcsR,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.03079,1.33333
:EaqIHCbPN,6,10,"6,3,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.23913,1
:EaqIWCbPN,6,10,"6,3,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.78814,1
:EaqIgCRPN,6,10,"6,3,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.23913,1
:EaqI@cbPN,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.33529,1
:EaqIP_bPN,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.23913,1
:EaqIAcRPN,6,10,"5,4,3,3,3,2",4,2,2,1,1,1,32,80,5,5,5,5,120,1.41421,1
:EaqIQ_RPN,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.7975,1
:EaqIb_PPN,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,0.682163,0.666667
:EaqgwCQLN,6,10,"6,3,3,3,3,2",3,1,2,1,3,3,48,144,6,6,6,6,160,1.92193,1
:Eaq_QcbLN,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.93496,1
:EaqcQ_bLN,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.79749,1
:Eaq_acRLN,6,10,"5,4,3,3,3,2",4,2,2,1,1,1,32,80,5,5,5,5,120,1.41421,1
:Eaqca_RLN,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.7975,1.33333
:Eaq_bcQLN,6,10,"5,4,3,3,3,2",3,2,2,1,3,3,48,144,6,6,6,6,160,2.23607,1.33333
E`^w,6,10,"5,4,3,3,3,2",3,2,2,1,3,3,48,144,6,6,6,6,160,2.45167,1.33333
:Eaqgb_PLN,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.33529,0.666667
:Eb?CbcaK~,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.94324,1
:Eb@Cb_aK~,6,10,"5,4,3,3,3,2",4,2,2,1,1,1,32,80,5,5,5,5,120,1.61852,1
:Eb?GbcQK~,6,10,"5,4,3,3,3,2",4,2,2,1,1,1,32,80,5,5,5,5,120,1.61852,1
:Eb@Gb_QK~,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.94324,1.33333
:EbAGr_PG~,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.23913,0.666667
:EaoChIbPN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.931,1
:EaoCiIRPN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.7975,1
:EapCgIbPN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.79129,1
:EapCiIBPN,6,10,"4,4,4,3,3,2",4,2,2,1,1,1,32,80,5,5,5,5,120,1.41421,1
:EaoGhEbPN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.29972,1
:EaoGhIRPN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.0308,1
:EapGgEbPN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.31784,1
:EapGgIRPN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.0308,1.33333
:EapGhIBPN,6,10,"4,4,4,3,3,2",4,2,2,1,1,1,32,80,5,5,5,5,120,2,1.33333
:EaoEQMaLN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.93496,1
:EaoIPMaLN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.7975,1
Ed\w,6,10,"4,4,4,3,3,2",3,2,2,1,3,3,48,144,6,6,6,6,160,2.76794,1.5
:EgPeg?rPN,6,10,"6,3,3,3,3,2",5,1,2,1,1,1,32,80,5,5,5,5,120,1.11491,1
:EgPew?bPN,6,10,"6,3,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.83296,1
:EgPe?grPN,6,10,"5,4,3,3,3,2",4,1,2,1,1,1,32,80,5,5,5,5,120,1.0493,1
:EgPeA_rPN,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.29972,1
:EgPeB_bPN,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.7975,1
:EgPeb_BPN,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.56155,1
:EgPer_APN,6,10,"5,4,3,3,3,2",5,1,2,1,1,1,32,80,5,5,5,5,120,1.11491,1
:EgPor_@Gs,6,10,"6,3,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.70928,1
:EgPo?MQKs,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.39891,1
:EgPo@MAKs,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.09715,1
:EgPoQM?Ks,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.39891,0.666667
:EgPoBM@Gs,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.78814,1
:EgPoRM?Gs,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.83296,1
:EgP_HIrPN,6,10,"4,4,4,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,0.867919,0.666667
:EgP_HMbPN,6,10,"4,4,4,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.56155,1
:EgP_WIrPN,6,10,"4,4,4,3,3,2",4,2,2,1,1,1,32,80,5,5,5,5,120,1.61852,1
:EgP_WMbPN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.7975,1
:EgPaQMBLN,6,10,"4,4,4,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.33529,0.666667
:EgXIW?bPN,6,10,"6,3,3,3,3,2",3,1,2,1,3,3,48,144,6,6,6,6,160,2.2055,1
:EgXI?cbPN,6,10,"5,4,3,3,3,2",3,1,2,1,3,3,48,144,6,6,6,6,160,1.97962,1
:EgXI@_bPN,6,10,"5,4,3,3,3,2",3,2,2,1,3,3,48,144,6,6,6,6,160,1.931,1
:EgXIQ_BPN,6,10,"5,4,3,3,3,2",3,1,2,1,3,3,48,144,6,6,6,6,160,1.89511,1
:EgXgw?QLN,6,10,"6,3,3,3,3,2",3,1,2,1,1,1,56,156,5,6,5.57143,-1,120,2.96548,1.66667
:EgX_@gbLN,6,10,"5,4,3,3,3,2",4,1,2,1,1,1,32,80,5,5,5,5,120,1.73205,1
:EgX_AcbLN,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.93898,1
:EgX_Q_bLN,6,10,"5,4,3,3,3,2",3,2,2,1,3,3,48,144,6,6,6,6,160,2.44098,1.33333
:EgX_a_RLN,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.81361,1
:EgXca_BLN,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.45701,0.666667
EInw,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,56,156,5,6,5.57143,-1,100,2.84462,1.66667
:EgXcb_ALN,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,56,156,5,6,5.57143,-1,120,2.56009,1.33333
:EgXgb_@LN,6,10,"5,4,3,3,3,2",3,1,2,1,3,3,48,144,6,6,6,6,160,2.27905,1.33333
:Eg[?@MQGr,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.45701,1
:Eg[?PMAGr,6,10,"5,4,3,3,3,2",4,2,2,1,1,1,32,80,5,5,5,5,120,1.61852,1
:Eg[?QM@Gr,6,10,"5,4,3,3,3,2",3,2,2,1,3,3,48,144,6,6,6,6,160,2.65647,1.33333
:Eg[CQM?Gr,6,10,"5,4,3,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.45701,0.666667
:Eg[?RM@Gb,6,10,"5,4,3,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.94324,1
:Eg[CRM?Gb,6,10,"5,4,3,3,3,2",5,1,2,1,1,1,32,80,5,5,5,5,120,1.11491,0.666667
:Eg[CbM?Cb,6,10,"5,4,3,3,3,2",3,1,2,1,3,3,48,144,6,6,6,6,160,2.2055,1.33333
:EgW?XIbPN,6,10,"4,4,4,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.89511,1
:EgW?YIRPN,6,10,"4,4,4,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.56155,1
:EgWCWIbPN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.03079,1
:EgWCYIBPN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.29972,1
:EgWCgEbPN,6,10,"4,4,4,3,3,2",3,2,2,1,3,3,48,144,6,6,6,6,160,2.39019,1.33333
:EgWChIBPN,6,10,"4,4,4,3,3,2",3,2,2,1,3,3,48,144,6,6,6,6,160,1.931,1.33333
:EgXCgAbPN,6,10,"4,4,4,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.44469,0.666667
:EgWAPMaLN,6,10,"4,4,4,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.56155,1
:EgWAQMQLN,6,10,"4,4,4,3,3,2",3,1,2,1,3,3,48,144,6,6,6,6,160,2.35386,1
:EgWEQIBLN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.31784,0.666667
:EgWE@MaLN,6,10,"4,4,4,3,3,2",3,2,2,1,3,3,48,144,6,6,6,6,160,2.3541,1.33333
EMlw,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,56,156,5,6,5.57143,-1,100,2.55518,1.33333
:Ek?ChEaPN,6,10,"4,4,4,3,3,2",5,1,2,1,1,1,32,80,5,5,5,5,120,1.11491,1
:Ek?ChIQPN,6,10,"4,4,4,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.89511,1
:Ek@CgEaPN,6,10,"4,4,4,3,3,2",4,2,2,1,1,1,32,80,5,5,5,5,120,1.61852,1
:Ek@CgIQPN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,2.0308,1
:EkPGgAQPN,6,10,"4,4,4,3,3,2",4,1,2,1,1,1,32,80,5,5,5,5,120,1.04929,0.666667
:Ek?EPIaLN,6,10,"4,4,4,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.45701,1
:Ek?EQIQLN,6,10,"4,4,4,3,3,2",3,1,2,1,1,1,32,80,5,5,5,5,120,1.93898,1
:Ek@EAIQLN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.81361,1
:Ek@EQIALN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.81361,1
:Ek@I@EaLN,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.94324,1
EFxw,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,56,156,5,6,5.57143,-1,100,3.11154,1.66667
:Ek@IPIALN,6,10,"4,4,4,3,3,2",3,2,2,1,3,3,48,144,6,6,6,6,160,2.44098,1.33333
:EkPIQI?LN,6,10,"4,4,4,3,3,2",4,1,2,1,1,1,32,80,5,5,5,5,120,1.73205,1
:Ek@cQIAK~,6,10,"4,4,4,3,3,2",3,2,2,1,1,1,32,80,5,5,5,5,120,1.29972,0.666667
:E_GeaksR,6,10,"4,4,3,3,3,3",6,2,2,1,1,1,32,80,5,5,5,5,120,1,1
:E_GebgsR,6,10,"4,4,3,3,3,3",3,2,2,1,1,1,32,80,5,5,5,5,120,1.79129,1
:E_GibcsR,6,10,"4,4,3,3,3,3",3,2,2,1,1,1,32,80,5,5,5,5,120,1.79129,1
:E_GirccR,6,10,"4,4,3,3,3,3",4,2,2,1,1,1,32,80,5,5,5,5,120,1.41421,1
:E_GoQMbLN,6,10,"4,4,3,3,3,3",3,2,2,1,1,1,32,80,5,5,5,5,120,1.79749,1
:E_GoRMaLN,6,10,"4,4,3,3,3,3",3,2,2,1,1,1,32,80,5,5,5,5,120,1.29972,1
:E_JGgEbPN,6,10,"4,4,3,3,3,3",3,1,2,1,1,1,32,80,5,5,5,5,120,0.682163,0.666667
:E_JGgIRPN,6,10,"4,4,3,3,3,3",4,2,2,1,1,1,32,80,5,5,5,5,120,1.41421,1
:E_JI@IbLN,6,10,"4,4,3,3,3,3",3,1,2,1,1,1,32,80,5,5,5,5,120,1.33529,0.666667
:E_JIAIRLN,6,10,"4,4,3,3,3,3",4,2,2,1,1,1,32,80,5,5,5,5,120,1.41421,1
:E_JIAMQLN,6,10,"4,4,3,3,3,3",3,2,2,1,3,3,48,144,6,6,6,6,160,2.23607,1
:Ea@aRgsR,6,10,"4,4,3,3,3,3",3,3,3,1,3,3,48,144,6,6,6,6,160,2,1
:Ea@arccR,6,10,"4,4,3,3,3,3",3,2,3,1,3,3,48,144,6,6,6,6,160,1.79129,1
:Ea@or_QLN,6,10,"5,3,3,3,3,3",3,1,2,1,3,3,48,144,6,6,6,6,160,1.92193,1
:Ea@oBMQLN,6,10,"4,4,3,3,3,3",3,2,3,1,3,3,48,144,6,6,6,6,160,1.931,1
:EaHI@gsR,6,10,"4,4,3,3,3,3",3,3,3,1,1,1,56,156,5,6,5.57143,-1,100,2,1.33333
:EaHIQ_sR,6,10,"4,4,3,3,3,3",4,3,3,1,1,1,56,156,5,6,5.57143,-1,100,3,1.66667
:EaGcQgrR,6,10,"4,4,3,3,3,3",3,2,3,1,3,3,48,144,6,6,6,6,160,2.0308,1.33333
Es\w,6,10,"4,4,3,3,3,3",3,3,3,1,2,2,72,204,5,6,5.66667,-1,82,3.06695,1.66667
EqNw,6,10,"5,3,3,3,3,3",3,3,3,1,1,1,60,160,5,6,5.33333,-1,108,2.83146,1.66667
:EaH_QgrR,6,10,"4,4,3,3,3,3",3,2,3,1,1,1,56,156,5,6,5.57143,-1,120,2.36901,1.33333
:EaH_acrR,6,10,"4,4,3,3,3,3",3,2,2,1,1,1,32,80,5,5,5,5,120,1.31784,0.666667
:EaHca_rR,6,10,"4,4,3,3,3,3",4,2,3,1,3,3,48,144,6,6,6,6,160,2,1.33333
Eqlw,6,10,"4,4,3,3,3,3",3,3,3,1,2,2,68,194,4,7,5.70588,-1,88,2.58655,1.33333
:Eaq_Q_QK~,6,10,"5,3,3,3,3,3",3,2,3,1,3,3,48,144,6,6,6,6,160,1.931,1
:Eaq_@IQK~,6,10,"4,4,3,3,3,3",3,2,2,1,1,1,32,80,5,5,5,5,120,1.31784,0.666667
:Eaq_AIPK~,6,10,"4,4,3,3,3,3",6,2,2,1,1,1,32,80,5,5,5,5,120,1,0.666667
:Eaq_QI@K~,6,10,"4,4,3,3,3,3",3,2,3,1,3,3,48,144,6,6,6,6,160,1.79129,1.33333
E`~o,6,10,"4,4,3,3,3,3",3,2,3,1,8,8,72,224,4,7,6.22222,-1,144,2.37228,1.33333
:Ek?_QcQG~,6,10,"5,3,3,3,3,3",4,2,2,1,1,1,32,80,5,5,5,5,120,1.61852,1
:Ek?cQ_QG~,6,10,"5,3,3,3,3,3",3,1,2,1,1,1,32,80,5,5,5,5,120,1.23913,1
:Ek?_PIQG~,6,10,"4,4,3,3,3,3",4,2,2,1,1,1,32,80,5,5,5,5,120,1.61852,1
:Ek?cQI@G~,6,10,"4,4,3,3,3,3",3,1,2,1,1,1,32,80,5,5,5,5,120,1.23913,0.666667
:Ek@_AcQG~,6,10,"5,3,3,3,3,3",3,2,2,1,1,1,32,80,5,5,5,5,120,1.29972,1
:Ek@_Q_QG~,6,10,"5,3,3,3,3,3",3,2,3,1,1,1,56,156,5,6,5.57143,-1,120,2.39019,1.66667
:Ek@_a_PG~,6,10,"5,3,3,3,3,3",3,2,2,1,1,1,32,80,5,5,5,5,120,1.7975,1
:Ek@_b_PGn,6,10,"5,3,3,3,3,3",3,2,3,1,3,3,48,144,6,6,6,6,160,2.03079,1
:Ek@_@IQG~,6,10,"4,4,3,3,3,3",3,2,3,1,3,3,48,144,6,6,6,6,160,2.0308,1.33333
:Ek@_AMPGn,6,10,"4,4,3,3,3,3",3,2,2,1,1,1,32,80,5,5,5,5,120,1.29972,0.666667
:Ek@_QM@Gn,6,10,"4,4,3,3,3,3",3,2,3,1,1,1,56,156,5,6,5.57143,-1,100,2.39019,1.33333
