ID	Staat	Bundesland	Regierungsbezirk	Landkreis	Verwaltungszusammenschluss	Ort	Ortsteil	Gemeindeteil	Ort2	Längengrad	Breitengrad	Autokennzeichen
20459	DE	NI	-	Landkreis Holzminden	Samtgemeinde Eschershausen	Lüerdissen	-	-	-	9.61667	51.95	HOL
20460	DE	NW	Detmold	Landkreis Lippe	-	Lügde	-	-	-	9.25	51.95	LIP
20461	DE	MV	-	Landkreis Güstrow	Amt Gnoien	Lühburg	-	-	-	12.6	53.9833	GÜ
20462	DE	MV	-	Landkreis Ostvorpommern	Amt Züssow	Lühmannsdorf	-	-	-	13.6333	54	OVP
20463	DE	BB	-	Landkreis Potsdam-Mittelmark	Amt Treuenbrietzen	Lühsdorf	-	-	-	12.9667	52.15	PM
20464	DE	BY	Unterfranken	Landkreis Schweinfurt	Verwaltungsgemeinschaft Gerolzhofen	Lülsfeld	-	-	-	10.3333	49.8667	SW
20465	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Arzfeld	Lünebach	-	-	-	6.35	50.1333	BIT
20466	DE	NI	-	Landkreis Lüneburg	-	Lüneburg	-	-	-	10.4	53.25	LG
20467	DE	NW	Arnsberg	Landkreis Unna	-	Lünen	-	-	-	7.51667	51.6167	UN
20468	DE	NI	-	Landkreis Emsland	Samtgemeinde Spelle	Lünne	-	-	-	7.43333	52.4333	EL
20469	DE	SH	-	Landkreis Schleswig-Flensburg	Amt Schuby	Lürschau	-	-	-	9.5	54.55	SL
20470	DE	MV	-	Landkreis Güstrow	Amt Güstrow-Land	Lüssow	-	-	-	12.15	53.8333	GÜ
20471	DE	MV	-	Landkreis Nordvorpommern	Amt Niepars	Lüssow	-	-	-	13.0333	54.2833	NVP
20472	DE	MV	-	Landkreis Ostvorpommern	Amt Gützkow	Lüssow	-	-	-	13.5	53.9167	OVP
20473	DE	SH	-	Landkreis Herzogtum Lauenburg	Amt Lütau	Lütau	-	-	-	10.55	53.4333	RZ
20474	DE	NI	-	Landkreis Aurich	Samtgemeinde Hage	Lütetsburg	-	-	-	7.24816	53.6002	AUR
20475	DE	SH	-	Landkreis Plön	-	Lütjenburg	-	-	-	10.6	54.3	PLÖ
20476	DE	SH	-	Landkreis Nordfriesland	Amt Bredstedt-Land	Lütjenholm	-	-	-	9.01667	54.6833	NF
20477	DE	SH	-	Landkreis Stormarn	Amt Trittau	Lütjensee	-	-	-	10.3667	53.65	OD
20478	DE	SH	-	Landkreis Rendsburg-Eckernförde	Amt Hanerau-Hademarschen	Lütjenwestedt	-	-	-	9.48333	54.1333	RD
20479	DE	MV	-	Landkreis Ostvorpommern	Amt Wolgast-Land	Lütow	-	-	-	13.8833	54.0167	OVP
20480	DE	ST	-	Landkreis Mansfelder Land	Verwaltungsgemeinschaft Seegebiet Mansfelder Land	Lüttchendorf	-	-	-	11.6333	51.5	ML
20481	DE	ST	-	Landkreis Halberstadt	Verwaltungsgemeinschaft Osterwieck-Fallstein	Lüttgenrode	-	-	-	10.6667	51.9667	HBS
20482	DE	MV	-	Landkreis Ludwigslust	Amt Zarrentin	Lüttow	-	-	-	10.9	53.5333	LWL
20483	DE	RP	-	Landkreis Cochem-Zell	Verbandsgemeinde Treis-Karden	Lütz	-	-	-	7.35	50.1667	COC
20484	DE	HE	Darmstadt	Odenwaldkreis	-	Lützelbach	-	-	-	9.07528	49.7883	ERB
20485	DE	ST	-	Landkreis Weißenfels	Verwaltungsgemeinschaft Lützen-Wiesengrund	Lützen	-	-	-	12.1333	51.25	WSF
20486	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Arzfeld	Lützkampen	-	-	-	6.18333	50.15	BIT
20487	DE	MV	-	Landkreis Nordwestmecklenburg	Amt Lützow	Lützow	-	-	-	11.1833	53.65	NWM
20488	DE	RP	-	Landkreis Südwestpfalz	Verbandsgemeinde Hauenstein	Lug	-	-	-	7.9	49.1833	PS
20489	DE	BB	-	Landkreis Oberspreewald-Lausitz	Amt Altdöbern	Lug	-	-	-	13.9333	51.6333	OSL
20490	DE	SN	Chemnitz	Landkreis Stollberg	-	Lugau/Erzgebirge	-	-	-	12.75	50.7333	STL
20491	DE	BB	-	Landkreis Elbe-Elster	Amt Doberlug-Kirchhain und Umland	Lugau	-	-	-	13.5833	51.6167	EE
20492	DE	NI	-	Landkreis Schaumburg	Samtgemeinde Eilsen	Luhden	-	-	-	9.08281	52.2243	SHG
20493	DE	BY	Oberpfalz	Landkreis Neustadt an der Waldnaab	-	Luhe-Wildenau	-	-	-	12.15	49.5833	NEW
20494	DE	BB	-	Landkreis Ostprignitz-Ruppin	-	Rheinsberg	Luhme	-	-	12.8333	53.1833	OPR
20495	DE	SH	-	Landkreis Rendsburg-Eckernförde	Amt Jevenstedt	Luhnstedt	-	-	-	9.7	54.1667	RD
20496	DE	TH	-	Landkreis Gotha	Verwaltungsgemeinschaft Stadt Ohrdruf	Luisenthal	-	-	-	10.7333	50.7833	GTH
20497	DE	TH	-	Landkreis Altenburger Land	Verwaltungsgemeinschaft Altenburger Land	Lumpzig	-	-	-	12.2609	50.9454	ABG
20498	DE	SH	-	Landkreis Dithmarschen	Amt Lunden	Lunden	-	-	-	9.01667	54.3333	HEI
20499	DE	NI	-	Landkreis Cuxhaven	Samtgemeinde Beverstedt	Lunestedt	-	-	-	8.75	53.4333	CUX
20500	DE	BB	-	Landkreis Barnim	Amt Oderberg	Lunow-Stolzenhagen	-	-	-	14.1083	52.9333	BAR
20501	DE	SN	Chemnitz	Landkreis Mittweida	-	Lunzenau	-	-	-	12.7667	50.95	MW
20502	DE	TH	-	Landkreis Greiz	Verwaltungsgemeinschaft Leubatal	Lunzig	-	-	-	12.1	50.7167	GRZ
20503	DE	BY	Oberpfalz	Landkreis Neumarkt in der Oberpfalz	-	Lupburg	-	-	-	11.75	49.15	NM
20504	DE	MV	-	Landkreis Müritz	Amt Moltzow	Lupendorf	-	-	-	12.65	53.6333	MÜR
20505	DE	ST	-	Landkreis Merseburg-Querfurt	-	Schkopau	Luppenau	-	-	12.05	51.3667	MQ
20506	DE	ST	-	Landkreis Anhalt-Zerbst	-	Zerbst	Luso	-	-	12.1167	51.95	AZE
20507	DE	RP	-	Landkreis Germersheim	Verbandsgemeinde Lingenfeld	Lustadt	-	-	-	8.26944	49.2508	GER
20508	DE	MV	-	Landkreis Parchim	Amt Ture	Lutheran	-	-	-	12	53.45	PCH
20509	DE	ST	-	Landkreis Mansfelder Land	Verwaltungsgemeinschaft Lutherstadt Eisleben	Lutherstadt Eisleben	-	-	-	11.55	51.5333	ML
20510	DE	ST	-	Landkreis Wittenberg	-	Lutherstadt Wittenberg	-	-	-	12.65	51.8667	WB
20511	DE	TH	-	Landkreis Eichsfeld	Verwaltungsgemeinschaft Uder	Lutter	-	-	-	10.1167	51.3333	EIC
20512	DE	NI	-	Landkreis Goslar	Samtgemeinde Lutter am Barenberge	Lutter am Barenberge	-	-	-	10.2667	51.9833	GS
20513	DE	SH	-	Landkreis Plön	Amt Probstei	Lutterbek	-	-	-	10.2833	54.4	PLÖ
20514	DE	RP	-	Landkreis Cochem-Zell	Verbandsgemeinde Ulmen	Lutzerath	-	-	-	7	50.1333	COC
20515	DE	SH	-	Landkreis Pinneberg	Amt Rantzau	Lutzhorn	-	-	-	9.76667	53.8333	PI
20516	DE	BY	Schwaben	Landkreis Dillingen an der Donau	Verwaltungsgemeinschaft Höchstädt an der Donau	Lutzingen	-	-	-	10.55	48.65	DLG
20517	DE	BB	-	Landkreis Spree-Neiße	Amt Schenkendöbern	Lutzketal	-	-	-	14.6238	51.9833	SPN
20518	DE	RP	-	Landkreis Mayen-Koblenz	Verbandsgemeinde Vordereifel	Luxem	-	-	-	7.1	50.3333	MYK
20519	DE	BB	-	Landkreis Uckermark	-	Lychen	-	-	-	13.3	53.2	UM
20520	DE	RP	-	Rhein-Lahn-Kreis	Verbandsgemeinde Loreley	Lykershausen	-	-	-	7.66667	50.2	EMS
20521	DE	SH	-	Landkreis Schleswig-Flensburg	Amt Hürup	Maasbüll	-	-	-	9.51667	54.7833	SL
20522	DE	ST	-	Landkreis Köthen	Verwaltungsgemeinschaft Südliches Anhalt	Maasdorf	-	-	-	11.9667	51.6833	KÖT
20523	DE	NI	-	Landkreis Diepholz	Samtgemeinde Siedenburg	Maasen	-	-	-	8.88333	52.7	DH
20524	DE	SH	-	Landkreis Schleswig-Flensburg	Amt Gelting	Maasholm	-	-	-	9.98333	54.6833	SL
20525	DE	SN	Leipzig	Muldentalkreis	-	Machern	-	-	-	12.6333	51.3667	MTL
20526	DE	RP	-	Landkreis Mayen-Koblenz	Verbandsgemeinde Untermosel	Macken	-	-	-	7.4	50.1833	MYK
20527	DE	RP	-	Landkreis Kaiserslautern	Verbandsgemeinde Weilerbach	Mackenbach	-	-	-	7.58333	49.4667	KL
20528	DE	TH	-	Landkreis Eichsfeld	Verwaltungsgemeinschaft Uder	Mackenrode	-	-	-	10.0667	51.3	EIC
20529	DE	RP	-	Landkreis Birkenfeld	Verbandsgemeinde Herrstein	Mackenrodt	-	-	-	7.25	49.7167	BIR
20530	DE	BB	-	Landkreis Oder-Spree	Amt Odervorland	Madlitz-Wilmersdorf	-	-	-	14.263	52.3881	LOS
20531	DE	RP	-	Westerwaldkreis	Verbandsgemeinde Wallmerod	Mähren	-	-	-	7.91667	50.5333	WW
20532	DE	BY	Oberpfalz	Landkreis Tirschenreuth	-	Mähring	-	-	-	12.5333	49.9167	TIR
20533	DE	BB	-	Landkreis Dahme-Spreewald	Amt Schenkenländchen	Märkisch Buchholz	-	-	-	13.75	52.1	LDS
20534	DE	BB	-	Landkreis Märkisch-Oderland	Amt Neuhardenberg	Märkische Höhe	-	-	-	14.1292	52.6199	MOL
20535	DE	BB	-	Landkreis Ostprignitz-Ruppin	Amt Temnitz	Märkisch Linden	-	-	-	12.7083	52.9292	OPR
20536	DE	BB	-	Landkreis Havelland	Amt Nennhausen	Märkisch Luch	-	-	-	12.6167	52.5875	HVL
20537	DE	TH	-	Landkreis Weimarer Land	-	Magdala	-	-	-	11.4333	50.9	AP
20538	DE	ST	-	Kreisfreie Stadt Magdeburg	-	Magdeburg	-	-	-	11.6167	52.1333	MD
20539	DE	ST	-	Landkreis Jerichower Land	Verwaltungsgemeinschaft Möckern-Fläming	Magdeburgerforth	-	-	-	12.2	52.2333	JL
20540	DE	BW	Stuttgart	Landkreis Böblingen	-	Magstadt	-	-	-	8.96667	48.7333	BB
20541	DE	BW	Freiburg	Ortenaukreis	Verwaltungsgemeinschaft Ettenheim	Mahlberg	-	-	-	7.81667	48.2833	OG
20542	DE	BB	-	Landkreis Teltow-Fläming	Amt Blankenfelde-Mahlow	Mahlow	-	-	-	13.4	52.3667	TF
20543	DE	BW	Freiburg	Landkreis Tuttlingen	Verwaltungsgemeinschaft Spaichingen	Mahlstetten	-	-	-	8.83333	48.0667	TUT
20544	DE	ST	-	Ohrekreis	Verwaltungsgemeinschaft Elbe-Heide	Mahlwinkel	-	-	-	11.7833	52.4	OK
20545	DE	BY	Schwaben	Landkreis Lindau (Bodensee)	Verwaltungsgemeinschaft Röthenbach (Allgäu)	Maierhöfen	-	-	-	10.05	47.65	LI
20546	DE	BY	Schwaben	Landkreis Donau-Ries	Verwaltungsgemeinschaft Wallerstein	Maihingen	-	-	-	10.5	48.9333	DON
20547	DE	RP	-	Landkreis Südliche Weinstraße	Verbandsgemeinde Maikammer	Maikammer	-	-	-	8.13167	49.3053	SÜW
20548	DE	BY	Unterfranken	Landkreis Aschaffenburg	-	Mainaschaff	-	-	-	9.09	49.9817	AB
20549	DE	BY	Unterfranken	Landkreis Kitzingen	-	Mainbernheim	-	-	-	10.2167	49.71	KT
20550	DE	BY	Niederbayern	Landkreis Kelheim	-	Mainburg	-	-	-	11.7833	48.65	KEH
20551	DE	BW	Stuttgart	Landkreis Schwäbisch Hall	-	Mainhardt	-	-	-	9.55639	49.0761	SHA
20552	DE	HE	Darmstadt	Landkreis Offenbach	-	Mainhausen	-	-	-	9	50.0167	OF
20553	DE	BY	Oberfranken	Landkreis Kulmbach	-	Mainleus	-	-	-	11.3833	50.1	KU
20554	DE	BY	Unterfranken	Landkreis Kitzingen	-	Mainstockheim	-	-	-	10.15	49.7833	KT
20555	DE	HE	Darmstadt	Main-Kinzig-Kreis	-	Maintal	-	-	-	8.83333	50.15	MKK
20556	DE	RP	-	Kreisfreie Stadt Mainz	-	Mainz	-	-	-	8.27111	50	MZ
20557	DE	BY	Oberbayern	Landkreis Fürstenfeldbruck	-	Maisach	-	-	-	11.2667	48.2167	FFB
20558	DE	RP	-	Rhein-Hunsrück-Kreis	Verbandsgemeinde Emmelshausen	Maisborn	-	-	-	7.58333	50.0833	SIM
20559	DE	BY	Oberbayern	Landkreis Mühldorf am Inn	Verwaltungsgemeinschaft Maitenbeth	Maitenbeth	-	-	-	12.1	48.15	MÜ
20560	DE	RP	-	Rhein-Hunsrück-Kreis	Verbandsgemeinde Kirchberg (Hunsrück)	Maitzborn	-	-	-	7.43333	49.9333	SIM
20561	DE	RP	-	Landkreis Altenkirchen/Westerwald	Verbandsgemeinde Gebhardshain	Malberg	-	-	-	7.81667	50.7167	AK
20562	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Kyllburg	Malberg	-	-	-	6.58333	50.05	BIT
20563	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Kyllburg	Malbergweich	-	-	-	6.55	50.05	BIT
20564	DE	RP	-	Landkreis Bernkastel-Wittlich	Verbandsgemeinde Thalfang am Erbeskopf	Malborn	-	-	-	6.98333	49.7167	WIL
20565	DE	MV	-	Landkreis Demmin	-	Malchin	-	-	-	12.7833	53.7333	DM
20566	DE	BY	Niederbayern	Landkreis Passau	Verwaltungsgemeinschaft Rotthalmünster	Malching	-	-	-	13.2	48.3167	PA
20567	DE	MV	-	Landkreis Müritz	-	Malchow	-	-	-	12.4333	53.4833	MÜR
20568	DE	SH	-	Landkreis Ostholstein	-	Malente	-	-	-	10.5667	54.1833	OH
20569	DE	BY	Niederbayern	Landkreis Rottal-Inn	Verwaltungsgemeinschaft Falkenberg	Malgersdorf	-	-	-	12.75	48.5333	PAN
20570	DE	BB	-	Landkreis Elbe-Elster	Amt Schlieben	Malitschkendorf	-	-	-	13.3333	51.7	EE
20571	DE	MV	-	Landkreis Ludwigslust	Amt Malliß	Malk Göhren	-	-	-	11.3756	53.2167	LWL
20572	DE	MV	-	Landkreis Nordwestmecklenburg	Amt Grevesmühlen-Land	Mallentin	-	-	-	11.0667	53.8833	NWM
20573	DE	BY	Niederbayern	Landkreis Straubing-Bogen	-	Mallersdorf-Pfaffenberg	-	-	-	12.2333	48.7667	SR
20574	DE	MV	-	Landkreis Müritz	Amt Penzliner Land	Mallin	-	-	-	13.1333	53.5333	MÜR
20575	DE	MV	-	Landkreis Ludwigslust	Amt Malliß	Malliß	-	-	-	11.3167	53.2167	LWL
20576	DE	BW	Freiburg	Landkreis Lörrach	Verwaltungsgemeinschaft Kandern	Malsburg-Marzell	-	-	-	7.70833	47.7333	LÖ
20577	DE	BW	Karlsruhe	Landkreis Karlsruhe	-	Malsch	-	-	-	8.33333	48.8833	KA
20578	DE	BW	Karlsruhe	Rhein-Neckar-Kreis	Verwaltungsgemeinschaft Rauenberg	Malsch	-	-	-	8.68278	49.2472	HD
20579	DE	SN	Dresden	Landkreis Bautzen	Verwaltungsgemeinschaft Malschwitz/Guttau	Malschwitz	-	-	-	14.5167	51.2333	BZ
20580	DE	HE	Kassel	Schwalm-Eder-Kreis	-	Malsfeld	-	-	-	9.53333	51.0833	HR
20581	DE	BW	Freiburg	Landkreis Emmendingen	-	Malterdingen	-	-	-	7.8	48.1667	EM
20582	DE	BB	-	Landkreis Oberhavel	Amt Oranienburg-Land	Malz	-	-	-	13.3	52.8	OHV
20583	DE	RP	-	Landkreis Altenkirchen/Westerwald	Verbandsgemeinde Altenkirchen	Mammelzen	-	-	-	7.66667	50.7	AK
20584	DE	BY	Oberbayern	Landkreis Fürstenfeldbruck	-	Mammendorf	-	-	-	11.15	48.2	FFB
20585	DE	BY	Niederbayern	Landkreis Dingolfing-Landau	-	Mamming	-	-	-	12.6	48.65	DGF
20586	DE	BY	Oberbayern	Landkreis Pfaffenhofen an der Ilm	-	Manching	-	-	-	11.5	48.7167	PAF
20587	DE	RP	-	Landkreis Bad Kreuznach	Verbandsgemeinde Rüdesheim	Mandel	-	-	-	7.76667	49.85	KH
20588	DE	SL	-	Saarpfalz-Kreis	-	Mandelbachtal	-	-	-	7.16667	49.1833	HOM
20589	DE	MV	-	Landkreis Bad Doberan	Amt Carbäk	Mandelshagen	-	-	-	12.3667	54.15	DBR
20590	DE	RP	-	Landkreis Trier-Saarburg	Verbandsgemeinde Kell am See	Mandern	-	-	-	6.76667	49.6	TR
20591	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Arzfeld	Manderscheid	-	-	-	6.35	50.1	BIT
20592	DE	RP	-	Landkreis Bernkastel-Wittlich	Verbandsgemeinde Manderscheid	Manderscheid	-	-	-	6.81667	50.1	WIL
20593	DE	ST	-	Landkreis Jerichower Land	-	Jerichow	Mangelsdorf	-	-	12.0667	52.5167	JL
20594	DE	SH	-	Landkreis Ostholstein	Amt Lensahn	Manhagen	-	-	-	10.9167	54.2	OH
20595	DE	BB	-	Landkreis Ostprignitz-Ruppin	-	Fehrbellin	Manker	-	-	12.6667	52.85	OPR
20596	DE	BB	-	Landkreis Prignitz	Amt Karstädt	Mankmuß	-	-	-	11.6667	53.1333	PR
20597	DE	RP	-	Landkreis Daun	Verbandsgemeinde Kelberg	Mannebach	-	-	-	6.98333	50.2833	DAU
20598	DE	RP	-	Landkreis Trier-Saarburg	Verbandsgemeinde Saarburg	Mannebach	-	-	-	6.51667	49.6333	TR
20599	DE	ST	-	Ohrekreis	Verwaltungsgemeinschaft Oebisfelde-Calvörde	Mannhausen	-	-	-	11.2333	52.4167	OK
20600	DE	BW	Karlsruhe	Kreisfreie Stadt Mannheim	-	Mannheim	-	-	-	8.46472	49.4883	MA
20601	DE	TH	-	Landkreis Sömmerda	Verwaltungsgemeinschaft Buttstädt	Mannstedt	-	-	-	11.3833	51.1333	SÖM
20602	DE	RP	-	Donnersbergkreis	Verbandsgemeinde Alsenz-Obermoschel	Mannweiler-Cölln	-	-	-	7.78333	49.6833	KIB
20603	DE	ST	-	Landkreis Mansfelder Land	-	Mansfeld	Mansfeld	-	-	11.4667	51.5833	ML
20604	DE	BY	Oberpfalz	Landkreis Neustadt an der Waldnaab	-	Mantel	-	-	-	12.05	49.65	NEW
20605	DE	RP	-	Landkreis Mainz-Bingen	Verbandsgemeinde Rhein-Nahe	Manubach	-	-	-	7.75	50.0333	MZ
20606	DE	BW	Stuttgart	Landkreis Ludwigsburg	-	Marbach am Neckar	-	-	-	9.25	48.9333	LB
20607	DE	HE	Gießen	Landkreis Marburg-Biedenkopf	-	Marburg	-	-	-	8.76667	50.8167	MR
20608	DE	BW	Freiburg	Landkreis Breisgau-Hochschwarzwald	Verwaltungsgemeinschaft March-Umkirch	March	-	-	-	7.78333	48.05	FR
20609	DE	BY	Unterfranken	Landkreis Würzburg	-	Margetshöchheim	-	-	-	9.86389	49.8375	WÜ
20610	DE	BY	Niederbayern	Landkreis Straubing-Bogen	Verwaltungsgemeinschaft Schwarzach	Mariaposching	-	-	-	12.8	48.8333	SR
20611	DE	SN	Chemnitz	Mittlerer Erzgebirgskreis	Verwaltungsgemeinschaft Marienberg-Hirtstein-Pobershau	Marienberg	-	-	-	13.1667	50.65	MEK
20612	DE	ST	-	Bördekreis	Verwaltungsgemeinschaft Obere Aller	Marienborn	-	-	-	11.1167	52.2	BÖ
20613	DE	RP	-	Rhein-Lahn-Kreis	Verbandsgemeinde Nastätten	Marienfels	-	-	-	7.81667	50.2333	EMS
20614	DE	BB	-	Landkreis Prignitz	Amt Meyenburg	Marienfließ	-	-	-	12.1233	53.32	PR
20615	DE	NI	-	Landkreis Aurich	Samtgemeinde Brookmerland	Marienhafe	-	-	-	7.27194	53.5224	AUR
20616	DE	NI	-	Landkreis Hildesheim	Samtgemeinde Duingen	Marienhagen	-	-	-	9.68333	52.05	HI
20617	DE	RP	-	Landkreis Neuwied	Verbandsgemeinde Dierdorf	Marienhausen	-	-	-	7.68333	50.5667	NR
20618	DE	NW	Köln	Oberbergischer Kreis	-	Marienheide	-	-	-	7.53333	51.0833	GM
20619	DE	NW	Detmold	Landkreis Höxter	-	Marienmünster	-	-	-	9.21667	51.8333	HX
20620	DE	RP	-	Westerwaldkreis	Verbandsgemeinde Selters	Marienrachdorf	-	-	-	7.71667	50.55	WW
20621	DE	NI	-	Landkreis Helmstedt	Samtgemeinde Grasleben	Mariental	-	-	-	10.9833	52.2833	HE
20622	DE	RP	-	Donnersbergkreis	Verbandsgemeinde Rockenhausen	Marienthal	-	-	-	7.88333	49.6333	KIB
20623	DE	BB	-	Landkreis Oberhavel	Amt Zehdenick und Gemeinden	Marienthal	-	-	-	13.2833	53.05	OHV
20624	DE	MV	-	Landkreis Uecker-Randow	Amt Uecker-Randow-Tal	Marienthal	-	-	-	14.15	53.5667	UER
20625	DE	BB	-	Landkreis Barnim	Amt Groß Schönebeck (Schorfheide)	Marienwerder	-	-	-	13.6	52.85	BAR
20626	DE	MV	-	Landkreis Müritz	Amt Penzliner Land	Marihn	-	-	-	12.9833	53.5333	MÜR
20627	DE	RP	-	Landkreis Bernkastel-Wittlich	Verbandsgemeinde Bernkastel-Kues	Maring-Noviand	-	-	-	7	49.9333	WIL
20628	DE	TH	-	Landkreis Hildburghausen	Verwaltungsgemeinschaft Feldstein	Marisfeld	-	-	-	10.5667	50.55	HBN
20629	DE	BW	Tübingen	Bodenseekreis	-	Markdorf	-	-	-	9.4	47.7167	FN
20630	DE	ST	-	Landkreis Bitterfeld	Verwaltungsgemeinschaft Raguhn	Marke	-	-	-	12.25	51.7333	BTF
20631	DE	BB	-	Landkreis Havelland	Amt Nauen-Land	Markee	-	-	-	12.8667	52.5833	HVL
20632	DE	SN	Chemnitz	Landkreis Aue-Schwarzenberg	Verwaltungsgemeinschaft Raschau - Markersbach - Pöhla	Markersbach	-	-	-	12.8667	50.5333	ASZ
20633	DE	SN	Dresden	Niederschlesischer Oberlausitzkreis	-	Markersdorf	-	-	-	14.8833	51.1333	NOL
20634	DE	BB	-	Landkreis Oder-Spree	-	Spreenhagen	Markgrafpieske	-	-	13.95	52.3333	LOS
20635	DE	BW	Stuttgart	Landkreis Ludwigsburg	-	Markgröningen	-	-	-	9.06667	48.9	LB
20636	DE	SN	Leipzig	Landkreis Leipziger Land	-	Markkleeberg	-	-	-	12.4	51.2833	L
20637	DE	BB	-	Landkreis Uckermark	Amt Oder-Welse	Mark Landin	-	-	-	14.0917	53.1111	UM
20638	DE	BY	Niederbayern	Landkreis Dingolfing-Landau	-	Marklkofen	-	-	-	12.5667	48.55	DGF
20639	DE	NI	-	Landkreis Nienburg (Weser)	Samtgemeinde Marklohe	Marklohe	-	-	-	9.15766	52.6694	NI
20640	DE	SN	Chemnitz	Vogtlandkreis	Verwaltungsgemeinschaft Markneukirchen	Markneukirchen	-	-	-	12.3167	50.3167	V
20641	DE	SN	Leipzig	Landkreis Leipziger Land	Verwaltungsgemeinschaft Markranstädt-Großlehna	Markranstädt	-	-	-	12.2333	51.3	L
20642	DE	TH	-	Wartburgkreis	-	Marksuhl	-	-	-	10.2	50.9167	WAK
20643	DE	BY	Mittelfranken	Landkreis Neustadt an der Aisch-Bad Windsheim	Verwaltungsgemeinschaft Burgbernheim	Marktbergel	-	-	-	10.3667	49.45	NEA
20644	DE	BY	Mittelfranken	Landkreis Weißenburg-Gunzenhausen	Verwaltungsgemeinschaft Altmühltal	Markt Berolzheim	-	-	-	10.85	49.0167	WUG
20645	DE	BY	Mittelfranken	Landkreis Neustadt an der Aisch-Bad Windsheim	Verwaltungsgemeinschaft Scheinfeld	Markt Bibart	-	-	-	10.4333	49.65	NEA
20646	DE	BY	Unterfranken	Landkreis Kitzingen	-	Marktbreit	-	-	-	10.1435833333333	49.6683166666667	KT
20647	DE	BY	Unterfranken	Landkreis Kitzingen	-	Markt Einersheim	-	-	-	10.3	49.6833	KT
20648	DE	BY	Mittelfranken	Landkreis Neustadt an der Aisch-Bad Windsheim	-	Markt Erlbach	-	-	-	10.65	49.4833	NEA
20649	DE	TH	-	Landkreis Saalfeld-Rudolstadt	Verwaltungsgemeinschaft Probstzella-Lehesten-Marktgölitz	Marktgölitz	-	-	-	11.35	50.55	SLF
20650	DE	BY	Oberfranken	Landkreis Lichtenfels	Verwaltungsgemeinschaft Redwitz an der Rodach	Marktgraitz	-	-	-	11.2	50.1833	LIF
20651	DE	BY	Unterfranken	Landkreis Main-Spessart	-	Marktheidenfeld	-	-	-	9.60389	49.8442	MSP
20652	DE	BY	Oberbayern	Landkreis Dachau	-	Markt Indersdorf	-	-	-	11.3833	48.3667	DAH
20653	DE	BY	Oberbayern	Landkreis Altötting	Verwaltungsgemeinschaft Marktl	Marktl	-	-	-	12.85	48.25	AÖ
20654	DE	BY	Oberfranken	Landkreis Kulmbach	Verwaltungsgemeinschaft Marktleugast	Marktleugast	-	-	-	11.6333	50.1833	KU
20655	DE	BY	Oberfranken	Landkreis Wunsiedel im Fichtelgebirge	-	Marktleuthen	-	-	-	12	50.1333	WUN
20656	DE	BY	Mittelfranken	Landkreis Neustadt an der Aisch-Bad Windsheim	Verwaltungsgemeinschaft Uffenheim	Markt Nordheim	-	-	-	10.35	49.5833	NEA
20657	DE	BY	Schwaben	Landkreis Ostallgäu	-	Marktoberdorf	-	-	-	10.6167	47.7833	OAL
20658	DE	BY	Schwaben	Landkreis Donau-Ries	Verwaltungsgemeinschaft Wallerstein	Marktoffingen	-	-	-	10.4833	48.9333	DON
20659	DE	BY	Oberfranken	Landkreis Wunsiedel im Fichtelgebirge	-	Marktredwitz	-	-	-	12.0811	50.005	WUN
20660	DE	BY	Schwaben	Landkreis Unterallgäu	-	Markt Rettenbach	-	-	-	10.4	47.95	MN
20661	DE	BY	Oberfranken	Landkreis Kronach	-	Marktrodach	-	-	-	11.3833	50.25	KC
20662	DE	BY	Oberbayern	Landkreis Berchtesgadener Land	-	Marktschellenberg	-	-	-	13.0333	47.7	BGL
20663	DE	BY	Oberfranken	Landkreis Kulmbach	-	Marktschorgast	-	-	-	11.65	50.1	KU
20664	DE	BY	Oberbayern	Landkreis Ebersberg	-	Markt Schwaben	-	-	-	11.8833	48.2	EBE
20665	DE	BY	Unterfranken	Landkreis Kitzingen	-	Marktsteft	-	-	-	10.1167	49.7	KT
20666	DE	BY	Mittelfranken	Landkreis Neustadt an der Aisch-Bad Windsheim	Verwaltungsgemeinschaft Scheinfeld	Markt Taschendorf	-	-	-	10.55	49.7	NEA
20667	DE	BY	Schwaben	Landkreis Unterallgäu	-	Markt Wald	-	-	-	10.5833	48.1333	MN
20668	DE	BY	Oberfranken	Landkreis Lichtenfels	Verwaltungsgemeinschaft Hochstadt-Marktzeuln	Marktzeuln	-	-	-	11.1833	50.1667	LIF
20669	DE	TH	-	Landkreis Sömmerda	Verwaltungsgemeinschaft an der Marke	Markvippach	-	-	-	11.1667	51.0833	SÖM
20670	DE	ST	-	Landkreis Weißenfels	Verwaltungsgemeinschaft Weißenfelser Land	Markwerben	-	-	-	11.9333	51.2167	WSF
20671	DE	NW	Münster	Landkreis Recklinghausen	-	Marl	-	-	-	7.08333	51.65	RE
20672	DE	NI	-	Landkreis Diepholz	Samtgemeinde Altes Amt Lemförde	Marl	-	-	-	8.36667	52.4833	DH
