ID	Staat	Bundesland	Regierungsbezirk	Landkreis	Verwaltungszusammenschluss	Ort	Ortsteil	Gemeindeteil	Ort2	Längengrad	Breitengrad	Autokennzeichen
20673	DE	BY	Mittelfranken	Landkreis Erlangen-Höchstadt	Verwaltungsgemeinschaft Uttenreuth	Marloffstein	-	-	-	11.0667	49.6167	ERH
20674	DE	MV	-	Landkreis Nordvorpommern	-	Marlow	-	-	-	12.5833	54.15	NVP
20675	DE	SH	-	Landkreis Dithmarschen	-	Marne	-	-	-	9	53.95	HEI
20676	DE	SH	-	Landkreis Dithmarschen	Amt Marne-Land	Marnerdeich	-	-	-	8.98333	53.95	HEI
20677	DE	RP	-	Donnersbergkreis	Verbandsgemeinde Kirchheimbolanden	Marnheim	-	-	-	8.04	49.6328	KIB
20678	DE	MV	-	Landkreis Parchim	Amt Marnitz	Marnitz	-	-	-	11.9333	53.3167	PCH
20679	DE	BY	Unterfranken	Landkreis Haßberge	-	Maroldsweisach	-	-	-	10.6667	50.2	HAS
20680	DE	TH	-	Unstrut-Hainich-Kreis	Verwaltungsgemeinschaft Schlotheim	Marolterode	-	-	-	10.6833	51.2333	UH
20681	DE	RP	-	Westerwaldkreis	Verbandsgemeinde Selters	Maroth	-	-	-	7.68333	50.5833	WW
20682	DE	SL	-	Landkreis Sankt Wendel	-	Marpingen	-	-	-	7.05	49.45	WND
20683	DE	BB	-	Landkreis Potsdam-Mittelmark	Amt Fahrland	Marquardt	-	-	-	12.9667	52.45	PM
20684	DE	BY	Oberbayern	Landkreis Traunstein	Verwaltungsgemeinschaft Marquartstein	Marquartstein	-	-	-	12.4667	47.7667	TS
20685	DE	NW	Arnsberg	Hochsauerlandkreis	-	Marsberg	-	-	-	8.85	51.45	HSK
20686	DE	NI	-	Landkreis Harburg	Samtgemeinde Elbmarsch	Marschacht	-	-	-	10.3833	53.4167	WL
20687	DE	SH	-	Landkreis Plön	Amt Selent-Schlesen	Martensrade	-	-	-	10.4	54.2833	PLÖ
20688	DE	NI	-	Landkreis Diepholz	Samtgemeinde Bruchhausen-Vilsen	Martfeld	-	-	-	9.06667	52.8667	DH
20689	DE	TH	-	Landkreis Eichsfeld	Verwaltungsgemeinschaft Hanstein/Rusteberg	Marth	-	-	-	10	51.3833	EIC
20690	DE	TH	-	Ilm-Kreis	Verwaltungsgemeinschaft Geratal	Martinroda	-	-	-	10.8833	50.7167	IK
20691	DE	TH	-	Wartburgkreis	Verwaltungsgemeinschaft Vacha	Martinroda	-	-	-	10.0667	50.8	WAK
20692	DE	BY	Unterfranken	Landkreis Kitzingen	-	Martinsheim	-	-	-	10.15	49.6167	KT
20693	DE	RP	-	Landkreis Kaiserslautern	Verbandsgemeinde Bruchmühlbach-Miesau	Martinshöhe	-	-	-	7.48333	49.3667	KL
20694	DE	ST	-	Landkreis Sangerhausen	Verwaltungsgemeinschaft Goldene Aue	Martinsrieth	-	-	-	11.2333	51.4333	SGH
20695	DE	RP	-	Landkreis Bad Kreuznach	Verbandsgemeinde Bad Sobernheim	Martinstein	-	-	-	7.53333	49.8	KH
20696	DE	BB	-	Landkreis Märkisch-Oderland	-	Vierlinden	Marxdorf	-	-	14.28	52.483	MOL
20697	DE	NI	-	Landkreis Harburg	Samtgemeinde Hanstedt	Marxen	-	-	-	10.0167	53.3167	WL
20698	DE	BY	Schwaben	Landkreis Donau-Ries	-	Marxheim	-	-	-	10.95	48.75	DON
20699	DE	BW	Karlsruhe	Landkreis Karlsruhe	-	Marxzell	-	-	-	8.45	48.8667	KA
20700	DE	RP	-	Westerwaldkreis	Verbandsgemeinde Hachenburg	Marzhausen	-	-	-	7.75	50.6833	WW
20701	DE	BY	Oberbayern	Landkreis Freising	-	Marzling	-	-	-	11.8	48.4	FS
20702	DE	RP	-	Landkreis Cochem-Zell	Verbandsgemeinde Kaisersesch	Masburg	-	-	-	7.11667	50.25	COC
20703	DE	BW	Tübingen	Landkreis Biberach	Verwaltungsgemeinschaft Biberach an der Riß	Maselheim	-	-	-	9.88333	48.1333	BC
20704	DE	BY	Unterfranken	Landkreis Bad Kissingen	Verwaltungsgemeinschaft Maßbach	Maßbach	-	-	-	10.2833	50.1833	KG
20705	DE	BB	-	Landkreis Elbe-Elster	Amt Kleine Elster (Niederlausitz)	Massen	-	-	-	13.7333	51.65	EE
20706	DE	BW	Stuttgart	Landkreis Heilbronn	-	Massenbachhausen	-	-	-	9.04333	49.1778	HN
20707	DE	TH	-	Landkreis Hildburghausen	-	Masserberg	-	-	-	10.9833	50.5167	HBN
20708	DE	BY	Niederbayern	Landkreis Rottal-Inn	Verwaltungsgemeinschaft Massing	Massing	-	-	-	12.6	48.4	PAN
20709	DE	MV	-	Landkreis Müritz	Amt Röbel-Land	Massow	-	-	-	12.4167	53.3167	MÜR
20710	DE	RP	-	Landkreis Südwestpfalz	Verbandsgemeinde Thaleischweiler-Fröschen	Maßweiler	-	-	-	7.53333	49.2667	PS
20711	DE	RP	-	Rhein-Hunsrück-Kreis	Verbandsgemeinde Kastellaun	Mastershausen	-	-	-	7.35	50.0667	SIM
20712	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Prüm	Masthorn	-	-	-	6.3	50.15	BIT
20713	DE	MV	-	Landkreis Güstrow	Amt Jördenstorf	Matgendorf	-	-	-	12.5	53.8667	GÜ
20714	DE	TH	-	Landkreis Weimarer Land	Verwaltungsgemeinschaft Ilmtal-Weinstraße	Mattstedt	-	-	-	11.5167	51.05	AP
20715	DE	RP	-	Landkreis Kusel	Verbandsgemeinde Glan-Münchweiler	Matzenbach	-	-	-	7.46667	49.5	KUS
20716	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Prüm	Matzerath	-	-	-	6.38333	50.15	BIT
20717	DE	MV	-	Landkreis Parchim	Amt Parchim-Land	Matzlow-Garwitz	-	-	-	11.7	53.45	PCH
20718	DE	RP	-	Landkreis Alzey-Worms	Verbandsgemeinde Alzey-Land	Mauchenheim	-	-	-	8.04611	49.7181	AZ
20719	DE	RP	-	Landkreis Altenkirchen/Westerwald	Verbandsgemeinde Daaden	Mauden	-	-	-	8	50.7167	AK
20720	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Arzfeld	Mauel	-	-	-	6.4	50.0667	BIT
20721	DE	BW	Karlsruhe	Rhein-Neckar-Kreis	Verwaltungsgemeinschaft Elsenztal	Mauer	-	-	-	8.80028	49.3408	HD
20722	DE	BY	Oberbayern	Landkreis Freising	Verwaltungsgemeinschaft Mauern	Mauern	-	-	-	11.9	48.5167	FS
20723	DE	BY	Schwaben	Landkreis Ostallgäu	-	Mauerstetten	-	-	-	10.6667	47.8833	OAL
20724	DE	BB	-	Landkreis Ostprignitz-Ruppin	-	Heiligengrabe	Maulbeerwalde	-	-	12.35	53.1833	OPR
20725	DE	BW	Karlsruhe	Enzkreis	Verwaltungsgemeinschaft Maulbronn	Maulbronn	-	-	-	8.80778	49.0008	PF
20726	DE	BW	Freiburg	Landkreis Lörrach	-	Maulburg	-	-	-	7.78333	47.65	LÖ
20727	DE	RP	-	Landkreis Südwestpfalz	Verbandsgemeinde Zweibrücken-Land	Mauschbach	-	-	-	7.4	49.1833	PS
20728	DE	BY	Niederbayern	Landkreis Freyung-Grafenau	-	Mauth	-	-	-	13.5833	48.8833	FRG
20729	DE	RP	-	Rhein-Pfalz-Kreis	Verbandsgemeinde Maxdorf	Maxdorf	-	-	-	8.29167	49.4881	LU
20730	DE	BY	Oberpfalz	Landkreis Schwandorf	-	Maxhütte-Haidhof	-	-	-	12.0981	49.2025	SAD
20731	DE	RP	-	Westerwaldkreis	Verbandsgemeinde Selters	Maxsain	-	-	-	7.78333	50.55	WW
20732	DE	RP	-	Landkreis Mayen-Koblenz	-	Mayen	-	-	-	7.21667	50.3333	MYK
20733	DE	RP	-	Landkreis Ahrweiler	Verbandsgemeinde Altenahr	Mayschoß	-	-	-	7.01667	50.5333	AW
20734	DE	ST	-	Altmarkkreis Salzwedel	Verwaltungsgemeinschaft Salzwedel-Land	Mechau	-	-	-	11.35	52.8667	SAW
20735	DE	TH	-	Landkreis Weimarer Land	Verwaltungsgemeinschaft Mellingen	Mechelroda	-	-	-	11.3833	50.9167	AP
20736	DE	NW	Köln	Landkreis Euskirchen	-	Mechernich	-	-	-	6.65	50.6	EU
20737	DE	SH	-	Landkreis Herzogtum Lauenburg	Amt Ratzeburg-Land	Mechow	-	-	-	10.8	53.7167	RZ
20738	DE	NI	-	Landkreis Lüneburg	Samtgemeinde Bardowick	Mechtersen	-	-	-	10.3167	53.2833	LG
20739	DE	TH	-	Landkreis Gotha	Verwaltungsgemeinschaft Hörsel	Mechterstädt	-	-	-	10.5333	50.95	GTH
20740	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Bitburg-Land	Meckel	-	-	-	6.51667	49.9	BIT
20741	DE	RP	-	Landkreis Birkenfeld	Verbandsgemeinde Birkenfeld	Meckenbach	-	-	-	7.1	49.6167	BIR
20742	DE	RP	-	Landkreis Bad Kreuznach	Verbandsgemeinde Kirn-Land	Meckenbach	-	-	-	7.5	49.7833	KH
20743	DE	BW	Tübingen	Bodenseekreis	-	Meckenbeuren	-	-	-	9.56667	47.7	FN
20744	DE	RP	-	Landkreis Bad Dürkheim	Verbandsgemeinde Deidesheim	Meckenheim	-	-	-	8.23917	49.4044	DÜW
20745	DE	NW	Köln	Rhein-Sieg-Kreis	-	Meckenheim	-	-	-	7.01667	50.6333	SU
20746	DE	BW	Karlsruhe	Rhein-Neckar-Kreis	Verwaltungsgemeinschaft Elsenztal	Meckesheim	-	-	-	8.81944	49.3217	HD
20747	DE	RP	-	Landkreis Kusel	Verbandsgemeinde Lauterecken	Medard	-	-	-	7.61667	49.6667	KUS
20748	DE	RP	-	Landkreis Bad Kreuznach	Verbandsgemeinde Bad Sobernheim	Meddersheim	-	-	-	7.61667	49.7833	KH
20749	DE	SH	-	Landkreis Stormarn	Amt Bad Oldesloe Land	Meddewade	-	-	-	10.45	53.8167	OD
20750	DE	NW	Arnsberg	Hochsauerlandkreis	-	Medebach	-	-	-	8.71667	51.2	HSK
20751	DE	SH	-	Landkreis Schleswig-Flensburg	Amt Schafflund	Medelby	-	-	-	9.18333	54.8167	SL
20752	DE	BY	Schwaben	Landkreis Dillingen an der Donau	Verwaltungsgemeinschaft Gundelfingen an der Donau	Medlingen	-	-	-	10.3333	48.5667	DLG
20753	DE	MV	-	Landkreis Ostvorpommern	Amt Krien	Medow	-	-	-	13.55	53.85	OVP
20754	DE	BY	Oberfranken	Landkreis Coburg	-	Meeder	-	-	-	10.9167	50.3167	CO
20755	DE	SN	Chemnitz	Landkreis Chemnitzer Land	Verwaltungsgemeinschaft Meerane	Meerane	-	-	-	12.4667	50.85	GC
20756	DE	NI	-	Landkreis Schaumburg	Samtgemeinde Niedernwöhren	Meerbeck	-	-	-	9.13374	52.3393	SHG
20757	DE	NW	Düsseldorf	Landkreis Rhein-Kreis Neuss	-	Meerbusch	-	-	-	6.66667	51.2833	NE
20758	DE	RP	-	Landkreis Bernkastel-Wittlich	Verbandsgemeinde Manderscheid	Meerfeld	-	-	-	6.75	50.1	WIL
20759	DE	BW	Tübingen	Bodenseekreis	-	Meersburg	-	-	-	9.26667	47.7	FN
20760	DE	MV	-	Landkreis Demmin	Amt Borrentin	Meesiger	-	-	-	12.9167	53.8167	DM
20761	DE	SH	-	Landkreis Rendsburg-Eckernförde	Amt Hohenwestedt-Land	Meezen	-	-	-	9.7	54.05	RD
20762	DE	BY	Schwaben	Landkreis Donau-Ries	Verwaltungsgemeinschaft Oettingen in Bayern	Megesheim	-	-	-	10.65	48.9333	DON
20763	DE	SH	-	Landkreis Schleswig-Flensburg	Amt Stapelholm	Meggerdorf	-	-	-	9.4	54.35	SL
20764	DE	RP	-	Landkreis Kaiserslautern	Verbandsgemeinde Otterbach	Mehlbach	-	-	-	7.71667	49.5167	KL
20765	DE	SH	-	Landkreis Steinburg	Amt Itzehoe-Land	Mehlbek	-	-	-	9.45	54	IZ
20766	DE	RP	-	Landkreis Kaiserslautern	Verbandsgemeinde Enkenbach-Alsenborn	Mehlingen	-	-	-	7.85	49.5	KL
20767	DE	BY	Oberfranken	Landkreis Bayreuth	-	Mehlmeisel	-	-	-	11.85	49.9667	BT
20768	DE	SN	Chemnitz	Vogtlandkreis	Verwaltungsverband Rosenbach	Mehltheuer	-	-	-	12.05	50.55	V
20769	DE	TH	-	Landkreis Schmalkalden-Meiningen	Verwaltungsgemeinschaft Wasungen-Amt Sand	Mehmels	-	-	-	10.3333	50.6333	SM
20770	DE	ST	-	Altmarkkreis Salzwedel	Verwaltungsgemeinschaft Beetzendorf-Diesdorf	Mehmke	-	-	-	10.95	52.7167	SAW
20771	DE	TH	-	Landkreis Altenburger Land	Verwaltungsgemeinschaft Altenburger Land	Mehna	-	-	-	12.3217	50.9646	ABG
20772	DE	RP	-	Landkreis Daun	Verbandsgemeinde Daun	Mehren	-	-	-	6.88333	50.1833	DAU
20773	DE	RP	-	Landkreis Altenkirchen/Westerwald	Verbandsgemeinde Altenkirchen	Mehren	-	-	-	7.5	50.6833	AK
20774	DE	BY	Oberbayern	Landkreis Altötting	Verwaltungsgemeinschaft Emmerting	Mehring	-	-	-	12.7833	48.1833	AÖ
20775	DE	RP	-	Landkreis Trier-Saarburg	Verbandsgemeinde Schweich	Mehring	-	-	-	6.83333	49.8	TR
20776	DE	ST	-	Landkreis Aschersleben-Staßfurt	Verwaltungsgemeinschaft Aschersleben/Land	Mehringen	-	-	-	11.5167	51.7333	ASL
20777	DE	BB	-	Landkreis Barnim	Amt Ahrensfelde/Blumberg	Mehrow	-	-	-	13.6167	52.5667	BAR
20778	DE	BW	Tübingen	Landkreis Reutlingen	-	Mehrstetten	-	-	-	9.56667	48.3833	RT
20779	DE	MV	-	Landkreis Uecker-Randow	Amt Ueckermünde-Land	Meiersberg	-	-	-	13.95	53.7	UER
20780	DE	ST	-	Landkreis Köthen	Verwaltungsgemeinschaft Südliches Anhalt	Meilendorf	-	-	-	12.1	51.7167	KÖT
20781	DE	RP	-	Landkreis Neuwied	Verbandsgemeinde Rengsdorf	Meinborn	-	-	-	7.56667	50.5	NR
20782	DE	NI	-	Landkreis Gifhorn	Samtgemeinde Papenteich	Meine	-	-	-	10.5333	52.3833	GF
20783	DE	NI	-	Landkreis Gifhorn	Samtgemeinde Meinersen	Meinersen	-	-	-	10.3667	52.4833	GF
20784	DE	NW	Arnsberg	Märkischer Kreis	-	Meinerzhagen	-	-	-	7.65	51.1167	MK
20785	DE	ST	-	Burgenlandkreis	Verwaltungsgemeinschaft Wethautal	Meineweh	-	-	-	11.9833	51.0833	BLK
20786	DE	HE	Kassel	Werra-Meißner-Kreis	-	Meinhard	-	-	-	10.0667	51.2167	ESW
20787	DE	BY	Mittelfranken	Landkreis Weißenburg-Gunzenhausen	Verwaltungsgemeinschaft Altmühltal	Meinheim	-	-	-	10.8167	49.0333	WUG
20788	DE	TH	-	Landkreis Schmalkalden-Meiningen	Erfüllende Gemeinde Meiningen	Meiningen	-	-	-	10.4167	50.55	SM
20789	DE	RP	-	Landkreis Daun	Verbandsgemeinde Daun	Meisburg	-	-	-	6.68333	50.1167	DAU
20790	DE	ST	-	Landkreis Aschersleben-Staßfurt	-	Falkenstein/Harz	Meisdorf	-	-	11.3	51.7167	ASL
20791	DE	RP	-	Landkreis Bad Kreuznach	Verbandsgemeinde Meisenheim	Meisenheim	-	-	-	7.66667	49.7167	KH
20792	DE	SN	Dresden	Landkreis Meißen	-	Meißen	-	-	-	13.4833	51.15	MEI
20793	DE	BW	Freiburg	Ortenaukreis	Verwaltungsgemeinschaft Schwanau	Meißenheim	-	-	-	7.76667	48.4	OG
20794	DE	HE	Kassel	Werra-Meißner-Kreis	-	Meißner	-	-	-	9.93333	51.2	ESW
20795	DE	BY	Schwaben	Landkreis Augsburg	-	Meitingen	-	-	-	10.85	48.55	A
20796	DE	ST	-	Ohrekreis	-	Barleben	Meitzendorf	-	-	11.5667	52.2	OK
20797	DE	NI	-	Landkreis Lüneburg	Samtgemeinde Ilmenau	Melbeck	-	-	-	10.4	53.1833	LG
20798	DE	BB	-	Landkreis Barnim	Amt Biesenthal-Barnim	Melchow	-	-	-	13.7167	52.7833	BAR
20799	DE	SH	-	Landkreis Dithmarschen	-	Meldorf	-	-	-	9.08333	54.0833	HEI
20800	DE	MV	-	Landkreis Ludwigslust	Amt Vellahn	Melkof	-	-	-	11.0333	53.35	LWL
20801	DE	NI	-	Landkreis Osnabrück	-	Melle	-	-	-	8.35	52.2	OS
20802	DE	BB	-	Landkreis Prignitz	Amt Lenzen-Elbtalaue	Mellen	-	-	-	11.5833	53.15	PR
20803	DE	TH	-	Landkreis Saalfeld-Rudolstadt	Verwaltungsgemeinschaft Mittleres Schwarzatal	Mellenbach-Glasbach	-	-	-	11.1	50.6167	SLF
20804	DE	BB	-	Landkreis Teltow-Fläming	Amt Am Mellensee	Mellensee	-	-	-	13.43	52.1833	TF
20805	DE	MV	-	Landkreis Ostvorpommern	Amt am Schmollensee	Mellenthin	-	-	-	14.0167	53.9167	OVP
20806	DE	ST	-	Altmarkkreis Salzwedel	Verwaltungsgemeinschaft Beetzendorf-Diesdorf	Mellin	-	-	-	10.9833	52.65	SAW
20807	DE	TH	-	Landkreis Weimarer Land	Verwaltungsgemeinschaft Mellingen	Mellingen	-	-	-	11.4	50.9333	AP
20808	DE	NI	-	Landkreis Diepholz	Samtgemeinde Siedenburg	Mellinghausen	-	-	-	8.9	52.7	DH
20809	DE	ST	-	Landkreis Wittenberg	Verwaltungsgemeinschaft Elster-Seyda-Klöden	Jessen (Elster)	Mellnitz	-	-	12.914912280701	51.907030401736	WB
20810	DE	BY	Unterfranken	Landkreis Rhön-Grabfeld	Verwaltungsgemeinschaft Mellrichstadt	Mellrichstadt	-	-	-	10.3167	50.4333	NES
20811	DE	TH	-	Landkreis Schmalkalden-Meiningen	Verwaltungsgemeinschaft Hohe Rhön	Melpers	-	-	-	10.15	50.55	SM
20812	DE	RP	-	Landkreis Neuwied	Verbandsgemeinde Rengsdorf	Melsbach	-	-	-	7.48333	50.4833	NR
20813	DE	SH	-	Landkreis Rendsburg-Eckernförde	Amt Achterwehr	Melsdorf	-	-	-	10.0333	54.3167	RD
20814	DE	HE	Kassel	Schwalm-Eder-Kreis	-	Melsungen	-	-	-	9.55	51.1333	HR
20815	DE	MV	-	Landkreis Müritz	Amt Rechlin	Melz	-	-	-	12.6167	53.3	MÜR
20816	DE	ST	-	Burgenlandkreis	Verwaltungsgemeinschaft Mittlere Unstrut	Memleben	-	-	-	11.5	51.2667	BLK
20817	DE	BY	Oberfranken	Landkreis Bamberg	-	Memmelsdorf	-	-	-	10.95	49.9333	BA
20818	DE	BY	Schwaben	Kreisfreie Stadt Memmingen	-	Memmingen	-	-	-	10.1667	47.9833	MM
20819	DE	BY	Schwaben	Landkreis Unterallgäu	Verwaltungsgemeinschaft Memmingerberg	Memmingerberg	-	-	-	10.2167	47.9833	MN
20820	DE	NW	Arnsberg	Märkischer Kreis	-	Menden	-	-	-	7.8	51.4333	MK
20821	DE	TH	-	Landkreis Hildburghausen	Verwaltungsgemeinschaft Gleichberge	Mendhausen	-	-	-	10.475340136045	50.388820972532	HBN
20822	DE	RP	-	Landkreis Mayen-Koblenz	Verbandsgemeinde Mendig	Mendig	-	-	-	7.28333	50.3667	MYK
20823	DE	BW	Tübingen	Landkreis Sigmaringen	-	Mengen	-	-	-	9.33333	48.05	SIG
20824	DE	RP	-	Rhein-Hunsrück-Kreis	Verbandsgemeinde Simmern (Hunsrück)	Mengerschied	-	-	-	7.5	49.9167	SIM
20825	DE	TH	-	Landkreis Sonneberg	-	Mengersgereuth-Hämmern	-	-	-	11.1167	50.4	SON
20826	DE	HE	Gießen	Landkreis Limburg-Weilburg	-	Mengerskirchen	-	-	-	8.16667	50.5667	LM
20827	DE	BY	Niederbayern	Landkreis Dingolfing-Landau	-	Mengkofen	-	-	-	12.45	48.7167	DGF
20828	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Irrel	Menningen	-	-	-	6.48333	49.8333	BIT
20829	DE	NI	-	Landkreis Osnabrück	Samtgemeinde Artland	Menslage	-	-	-	7.81667	52.6833	OS
20830	DE	TH	-	Unstrut-Hainich-Kreis	-	Menteroda	-	-	-	10.55	51.3	UH
20831	DE	ST	-	Landkreis Jerichower Land	-	Gommern	Menz	-	-	11.7667	52.1167	JL
20832	DE	MV	-	Landkreis Nordwestmecklenburg	Amt Schönberg-Land	Menzendorf	-	-	-	11.0167	53.85	NWM
20833	DE	NI	-	Landkreis Emsland	-	Meppen	-	-	-	7.31667	52.6833	EL
20834	DE	BY	Schwaben	Landkreis Aichach-Friedberg	-	Merching	-	-	-	10.9833	48.25	AIC
20835	DE	SL	-	Landkreis Neunkirchen	-	Merchweiler	-	-	-	7.05	49.35	NK
20836	DE	BW	Freiburg	Landkreis Breisgau-Hochschwarzwald	Verwaltungsgemeinschaft Breisach am Rhein	Merdingen	-	-	-	7.68333	48.0167	FR
20837	DE	HE	Gießen	Landkreis Limburg-Weilburg	-	Merenberg	-	-	-	8.18333	50.5167	LM
20838	DE	BY	Schwaben	Landkreis Aichach-Friedberg	Verwaltungsgemeinschaft Mering	Mering	-	-	-	10.9833	48.2667	AIC
20839	DE	RP	-	Westerwaldkreis	Verbandsgemeinde Hachenburg	Merkelbach	-	-	-	7.75	50.65	WW
20840	DE	TH	-	Landkreis Greiz	Verwaltungsgemeinschaft Auma-Weidatal	Merkendorf	-	-	-	11.9667	50.6833	GRZ
20841	DE	BY	Mittelfranken	Landkreis Ansbach	-	Merkendorf	-	-	-	10.7	49.2	AN
20842	DE	TH	-	Wartburgkreis	-	Merkers-Kieselbach	-	-	-	10.1175	50.8167	WAK
20843	DE	BW	Tübingen	Alb-Donau-Kreis	Verwaltungsgemeinschaft Laichinger Alb	Merklingen	-	-	-	9.75717	48.5111	UL
20844	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Arzfeld	Merlscheid	-	-	-	6.35	50.1333	BIT
20845	DE	RP	-	Rhein-Hunsrück-Kreis	Verbandsgemeinde Emmelshausen	Mermuth	-	-	-	7.48333	50.1667	SIM
20846	DE	RP	-	Landkreis Bernkastel-Wittlich	Verbandsgemeinde Thalfang am Erbeskopf	Merschbach	-	-	-	7	49.8	WIL
20847	DE	ST	-	Landkreis Merseburg-Querfurt	Verwaltungsgemeinschaft Merseburg	Merseburg	-	-	-	12	51.3667	MQ
20848	DE	ST	-	Burgenlandkreis	Verwaltungsgemeinschaft Wethautal	Mertendorf	-	-	-	11.85	51.1167	BLK
20849	DE	TH	-	Saale-Holzland-Kreis	Erfüllende Gemeinde Eisenberg	Mertendorf	-	-	-	11.7833	51	SHK
20850	DE	RP	-	Landkreis Trier-Saarburg	Verbandsgemeinde Ruwer	Mertesdorf	-	-	-	6.73333	49.7667	TR
20851	DE	RP	-	Landkreis Bad Dürkheim	Verbandsgemeinde Grünstadt-Land	Mertesheim	-	-	-	8.13556	49.5717	DÜW
20852	DE	BY	Schwaben	Landkreis Donau-Ries	-	Mertingen	-	-	-	10.7833	48.65	DON
20853	DE	RP	-	Landkreis Mayen-Koblenz	Verbandsgemeinde Maifeld	Mertloch	-	-	-	7.31667	50.2667	MYK
20854	DE	RP	-	Landkreis Bad Kreuznach	Verbandsgemeinde Bad Sobernheim	Merxheim	-	-	-	7.56667	49.7833	KH
20855	DE	RP	-	Landkreis Südwestpfalz	Verbandsgemeinde Rodalben	Merzalben	-	-	-	7.73333	49.25	PS
20856	DE	BB	-	Landkreis Elbe-Elster	Amt Schradenland	Merzdorf	-	-	-	13.5333	51.4	EE
20857	DE	NI	-	Landkreis Osnabrück	Samtgemeinde Neuenkirchen	Merzen	-	-	-	7.83333	52.4833	OS
20858	DE	NW	Köln	Landkreis Düren	-	Merzenich	-	-	-	6.53333	50.8333	DN
20859	DE	BW	Freiburg	Landkreis Breisgau-Hochschwarzwald	Verwaltungsgemeinschaft Hexental	Merzhausen	-	-	-	7.83333	47.9667	FR
20860	DE	SL	-	Landkreis Merzig-Wadern	-	Merzig	-	-	-	6.63333	49.45	MZG
20861	DE	RP	-	Landkreis Trier-Saarburg	Verbandsgemeinde Saarburg	Merzkirchen	-	-	-	6.48333	49.5833	TR
20862	DE	RP	-	Landkreis Kusel	Verbandsgemeinde Lauterecken	Merzweiler	-	-	-	7.53333	49.6667	KUS
20863	DE	NW	Arnsberg	Hochsauerlandkreis	-	Meschede	-	-	-	8.28333	51.35	HSK
20864	DE	BB	-	Landkreis Uckermark	Amt Gartz (Oder)	Mescherin	-	-	-	14.4333	53.25	UM
20865	DE	ST	-	Ohrekreis	-	Niedere Börde	Meseberg	-	-	11.5333	52.2667	OK
20866	DE	ST	-	Landkreis Stendal	Verwaltungsgemeinschaft Osterburg	Meseberg	-	-	-	11.8	52.8	SDL
20867	DE	MV	-	Landkreis Ostvorpommern	Amt Landhagen	Mesekenhagen	-	-	-	13.3167	54.15	OVP
20868	DE	BB	-	Landkreis Prignitz	Amt Pritzwalk-Land	Mesendorf	-	-	-	12.1333	53.1	PR
20869	DE	RP	-	Landkreis Cochem-Zell	Verbandsgemeinde Cochem-Land	Mesenich	-	-	-	7.2	50.1	COC
20870	DE	BY	Unterfranken	Landkreis Aschaffenburg	Verwaltungsgemeinschaft Mespelbrunn	Mespelbrunn	-	-	-	9.29194	49.9144	AB
20871	DE	ST	-	Landkreis Stendal	Verwaltungsgemeinschaft Bismark/Kläden	Meßdorf	-	-	-	11.5667	52.7167	SDL
20872	DE	HE	Darmstadt	Landkreis Darmstadt-Dieburg	-	Messel	-	-	-	8.74056	49.9383	DA
20873	DE	NI	-	Landkreis Schaumburg	Samtgemeinde Rodenberg	Messenkamp	-	-	-	9.39714	52.2602	SHG
20874	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Bitburg-Land	Messerich	-	-	-	6.48333	49.9333	BIT
20875	DE	NI	-	Landkreis Emsland	Samtgemeinde Freren	Messingen	-	-	-	7.46667	52.4667	EL
20876	DE	BW	Tübingen	Landkreis Sigmaringen	-	Meßkirch	-	-	-	9.11667	47.9833	SIG
20877	DE	BW	Tübingen	Zollernalbkreis	Verwaltungsgemeinschaft Meßstetten	Meßstetten	-	-	-	8.96667	48.1833	BL
20878	DE	MV	-	Landkreis Parchim	Amt Mildenitz	Mestlin	-	-	-	11.9333	53.5833	PCH
20879	DE	TH	-	Landkreis Gotha	Verwaltungsgemeinschaft Hörsel	Metebach	-	-	-	10.6	50.9667	GTH
20880	DE	NW	Münster	Landkreis Steinfurt	-	Metelen	-	-	-	7.2	52.15	ST
20881	DE	MV	-	Landkreis Nordwestmecklenburg	Amt Dorf Mecklenburg	Metelsdorf	-	-	-	11.4333	53.85	NWM
20882	DE	BY	Niederbayern	Landkreis Deggendorf	-	Metten	-	-	-	12.9167	48.8667	DEG
20883	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Neuerburg	Mettendorf	-	-	-	6.33333	49.95	BIT
20884	DE	RP	-	Landkreis Alzey-Worms	Verbandsgemeinde Eich	Mettenheim	-	-	-	8.32583	49.74	AZ
20885	DE	BY	Oberbayern	Landkreis Mühldorf am Inn	-	Mettenheim	-	-	-	12.4667	48.2667	MÜ
20886	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Bitburg-Land	Metterich	-	-	-	6.58333	49.9833	BIT
20887	DE	NW	Münster	Landkreis Steinfurt	-	Mettingen	-	-	-	7.78333	52.3167	ST
20888	DE	SL	-	Landkreis Merzig-Wadern	-	Mettlach	-	-	-	6.6	49.5	MZG
